molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3582441,O=C(O)CN1CCN(c2cc(-c3cnc4ccc(N5CCC[C@@H]5c5cccc(F)c5)nn34)ccn2)CC1,2400.0,intermediate
CHEMBL3582427,N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1,3800.0,intermediate
CHEMBL3593777,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,1000.0,active
CHEMBL3606021,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,10000.0,inactive
CHEMBL3623375,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12,10000.0,inactive
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,200.0,active
CHEMBL3690080,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCC(N(C)C)C2)cc1Nc1nccc(-c2cccnc2)n1,121.0,active
CHEMBL3690081,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CC[C@@H](N(C)C)C2)cc1Nc1nccc(-c2cccnc2)n1,70.0,active
CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,438.1,active
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,37.32,active
CHEMBL3690079,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2cncnc2)n1,2.4,active
CHEMBL3690073,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C(=O)OC(C)(C)C)CC2)cc1Nc1nccc(-c2cccnc2)n1,2044.0,intermediate
CHEMBL3690076,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C(C)C)CC2)cc1Nc1nccc(-c2cccnc2)n1,5.4,active
CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3690075,CCN1CCN(C2CCc3cc(C(=O)Nc4ccc(C)c(Nc5nccc(-c6cccnc6)n5)c4)ccc32)CC1,6.3,active
CHEMBL3690082,Cc1ccc(NC(=O)c2ccc3c(c2)CC[C@@H]3N2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,2.2,active
CHEMBL3690072,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,5.8,active
CHEMBL3690077,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(CCO)CC2)cc1Nc1nccc(-c2cccnc2)n1,12.0,active
CHEMBL3690072,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2cccnc2)n1,256.0,active
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,384.5,active
CHEMBL3690083,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2ccncc2)n1,23.0,active
CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,183.5,active
CHEMBL3690079,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2cncnc2)n1,5.3,active
CHEMBL3690078,CC(=O)N1CCN(C2CCc3cc(C(=O)Nc4ccc(C)c(Nc5nccc(-c6cccnc6)n5)c4)ccc32)CC1,411.0,active
CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3702566,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3690079,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2cncnc2)n1,266.0,active
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,62.16,active
CHEMBL3975634,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,142.5,active
CHEMBL3690074,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCNCC2)cc1Nc1nccc(-c2cccnc2)n1,6.2,active
CHEMBL2058538,CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21,520.0,active
CHEMBL1213120,CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,8.0,active
CHEMBL2058540,CC(C)n1nc(C#Cc2cccc(N)c2)c2c(N)ncnc21,540.0,active
CHEMBL3735795,CC(C)n1nc(C#Cc2cccc(F)c2)c2c(N)ncnc21,1430.0,intermediate
CHEMBL3735491,CC(C)n1nc(C#Cc2cccc(Cl)c2)c2c(N)ncnc21,2700.0,intermediate
CHEMBL3736026,Cc1cccc(C#Cc2nn(C(C)C)c3ncnc(N)c23)c1,900.0,active
CHEMBL3735380,CC(C)n1nc(C#Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,100000.0,inactive
CHEMBL3734967,COc1cccc(C#Cc2nn(C(C)C)c3ncnc(N)c23)c1,2800.0,intermediate
CHEMBL3734907,COc1ccc(C#Cc2nn(C(C)C)c3ncnc(N)c23)cc1,970.0,active
CHEMBL3735576,COc1ccccc1C#Cc1nn(C(C)C)c2ncnc(N)c12,270.0,active
CHEMBL3736466,CC(C)n1nc(C#Cc2ccc(O)cc2)c2c(N)ncnc21,57.0,active
CHEMBL3736306,CC(C)n1nc(C#Cc2ccccc2O)c2c(N)ncnc21,570.0,active
CHEMBL3735312,CC(C)n1nc(/C=C/c2cccc(O)c2)c2c(N)ncnc21,3.0,active
CHEMBL3736320,CC(C)n1nc(C#Cc2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)c2c(N)ncnc21,0.6,active
CHEMBL3735207,CC(C)n1nc(C#Cc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)c2c(N)ncnc21,1.1,active
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,170.0,active
CHEMBL1171086,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1.4,active
CHEMBL2058538,CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21,610.0,active
CHEMBL1213120,CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,8.0,active
CHEMBL2058540,CC(C)n1nc(C#Cc2cccc(N)c2)c2c(N)ncnc21,390.0,active
CHEMBL3735795,CC(C)n1nc(C#Cc2cccc(F)c2)c2c(N)ncnc21,1480.0,intermediate
CHEMBL3735491,CC(C)n1nc(C#Cc2cccc(Cl)c2)c2c(N)ncnc21,1900.0,intermediate
CHEMBL3736026,Cc1cccc(C#Cc2nn(C(C)C)c3ncnc(N)c23)c1,1980.0,intermediate
CHEMBL3735380,CC(C)n1nc(C#Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,100000.0,inactive
CHEMBL3734967,COc1cccc(C#Cc2nn(C(C)C)c3ncnc(N)c23)c1,2700.0,intermediate
CHEMBL3734907,COc1ccc(C#Cc2nn(C(C)C)c3ncnc(N)c23)cc1,3550.0,intermediate
CHEMBL3735576,COc1ccccc1C#Cc1nn(C(C)C)c2ncnc(N)c12,1020.0,intermediate
CHEMBL3736466,CC(C)n1nc(C#Cc2ccc(O)cc2)c2c(N)ncnc21,20.0,active
CHEMBL3736306,CC(C)n1nc(C#Cc2ccccc2O)c2c(N)ncnc21,920.0,active
CHEMBL3735312,CC(C)n1nc(/C=C/c2cccc(O)c2)c2c(N)ncnc21,17.0,active
CHEMBL3736320,CC(C)n1nc(C#Cc2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)c2c(N)ncnc21,0.8,active
CHEMBL3735207,CC(C)n1nc(C#Cc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)c2c(N)ncnc21,1.3,active
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,74000.0,inactive
CHEMBL1171086,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,1.6,active
CHEMBL3740721,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)c1,10000.0,inactive
CHEMBL3740487,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccc(F)c5)cccc4c3)n2)c1,10000.0,inactive
CHEMBL3739732,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,10000.0,inactive
CHEMBL3651966,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,10000.0,inactive
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3759079,Cn1cc(-c2cnc(Nc3cccc(Cn4nc(-c5cnn(C)c5)ccc4=O)c3)nc2)cn1,1000.0,active
CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1000.0,active
CHEMBL3780219,CNc1nc(Nc2ccc(C)c(N)c2)ncc1C(=O)Nc1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1C,70.0,active
CHEMBL3780358,COc1cccc(NC(=O)Nc2cncc3nc(-c4ccccc4)cnc23)c1,100000.0,inactive
CHEMBL3781939,COc1ccc(NC(=O)Nc2cncc3nc(-c4ccccc4)cnc23)cc1,25150.0,inactive
CHEMBL3781906,C=CCNC(=O)Nc1cncc2nc(-c3ccccc3)cnc12,100000.0,inactive
CHEMBL3780151,Fc1ccc(Nc2cncc3nc(-c4ccccc4)cnc23)cc1Cl,100000.0,inactive
CHEMBL3781479,c1ccc(-c2cnc3c(Nc4ccc(N5CCCCC5)cc4)cncc3n2)cc1,2540.0,intermediate
CHEMBL3781538,c1ccc(Nc2cncc3nc(-c4ccc(N5CCCCC5)cc4)cnc23)cc1,22520.0,inactive
CHEMBL3782023,COc1cccc(Nc2cncc3nc(-c4ccc(N5CCCCC5)cc4)cnc23)c1,7910.0,intermediate
CHEMBL3780768,COc1cccc(NC(=O)Nc2nccc3nc(-c4ccccc4)cnc23)c1,100000.0,inactive
CHEMBL3780985,CCNC(=O)Nc1nccc2nc(-c3ccccc3)cnc12,30830.0,inactive
CHEMBL3780350,C#Cc1cccc(Nc2nccc3nc(-c4ccccc4)cnc23)c1,100000.0,inactive
CHEMBL3781543,COc1ccccc1Nc1nccc2nc(-c3ccccc3)cnc12,16610.0,inactive
CHEMBL3781584,COc1cccc(Nc2nccc3nc(-c4ccccc4)cnc23)c1,100000.0,inactive
CHEMBL3781566,COc1ccc(Nc2nccc3nc(-c4ccccc4)cnc23)cc1,100000.0,inactive
CHEMBL3780758,c1ccc(-c2cnc3c(Nc4ccc(N5CCCCC5)cc4)nccc3n2)cc1,2660.0,intermediate
CHEMBL3780515,c1ccc(-c2cnc3c(Nc4ccc(N5CCOCC5)cc4)nccc3n2)cc1,11520.0,inactive
CHEMBL3781651,COc1ccc(-c2cnc3c(Nc4ccc(N5CCCCC5)cc4)nccc3n2)cc1,1340.0,intermediate
CHEMBL3780637,COc1ccc(-c2cnc3c(Nc4ccc(N5CCOCC5)cc4)nccc3n2)cc1,5370.0,intermediate
CHEMBL3781159,COc1cccc(Nc2cc3nc(-c4ccccc4)cnc3cn2)c1,100000.0,inactive
CHEMBL3781795,c1ccc(-c2cnc3cnc(Nc4ccc(N5CCCCC5)cc4)cc3n2)cc1,8710.0,intermediate
CHEMBL3780543,c1ccc(-c2cnc3cnc(Nc4ccc(N5CCOCC5)cc4)cc3n2)cc1,100000.0,inactive
CHEMBL3780571,c1ccc(-c2cnc3cc(Nc4ccc(N5CCCCC5)cc4)ncc3n2)cc1,12900.0,inactive
CHEMBL3781989,c1ccc(-c2cnc3cncc(Nc4ccc(N5CCCCC5)cc4)c3n2)cc1,2160.0,intermediate
CHEMBL3780632,c1ccc(-c2cnc3cncc(Nc4ccc(N5CCOCC5)cc4)c3n2)cc1,5270.0,intermediate
CHEMBL3782019,COc1ccc(-c2cnc3cncc(Nc4cc(OC)ccc4OC)c3n2)cc1,1370.0,intermediate
CHEMBL3780971,COc1ccc(-c2cnc3cncc(Nc4ccc(N5CCCCC5)cc4)c3n2)cc1,2270.0,intermediate
CHEMBL3781696,COc1ccc(-c2cnc3cncc(Nc4ccc(N5CCOCC5)cc4)c3n2)cc1,2490.0,intermediate
CHEMBL3781028,c1ccc(Nc2cncc3ncc(-c4ccc(N5CCCCC5)cc4)nc23)cc1,6840.0,intermediate
CHEMBL3781610,COc1cccc(Nc2cncc3ncc(-c4ccc(N5CCCCC5)cc4)nc23)c1,7710.0,intermediate
CHEMBL1614712,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000.0,inactive
CHEMBL3787112,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,6400.0,intermediate
CHEMBL3785500,Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000.0,inactive
CHEMBL3786167,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OC[C@@H]5CCCO5)c4F)c4c(N)ncnc43)C2)CC1,10000.0,inactive
CHEMBL3785951,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,10000.0,inactive
CHEMBL3798631,CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(Cl)c1,1000.0,active
CHEMBL3798257,Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cncc4Cl)cc23)ccn1,1000.0,active
CHEMBL3799221,CCOC(Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21)OCC,1210.0,intermediate
CHEMBL3800481,CCOC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OCC,100000.0,inactive
CHEMBL3797590,Nc1nc2cc(-c3nn(CC4OCCO4)c4ncnc(N)c34)ccc2o1,8630.0,intermediate
CHEMBL3800138,COC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OC,9920.0,intermediate
CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,1000.0,active
CHEMBL3805891,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,90.0,active
CHEMBL3805865,CCN1CCN(Cc2ccc(NC(=O)COc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,170.0,active
CHEMBL3804921,CC(=O)Nc1ccc(-c2ccc(NCC(=O)Nc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2)cn1,240.0,active
CHEMBL3804972,CC(C)C(=O)Nc1ccc(-c2ccc(NCC(=O)Nc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2)cn1,10000.0,inactive
CHEMBL3805330,O=C(CNc1ccc(-c2ccc(NC(=O)C3CC3)nc2)cc1)Nc1ccc(CN2CCNCC2)c(C(F)(F)F)c1,100.0,active
CHEMBL3805771,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,50.0,active
CHEMBL3806189,CN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3F)cc2C(F)(F)F)CC1,20.0,active
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,339.0,active
CHEMBL3808884,COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,6.0,active
CHEMBL3808884,COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,46.0,active
CHEMBL3808884,COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,51.0,active
CHEMBL3808884,COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,73.0,active
CHEMBL3808469,Cc1nn(-c2ccccc2)c2nc(CCl)n(C)c(=O)c12,50000.0,inactive
CHEMBL3808531,Cc1nn(-c2ccccc2)c2nc(CCl)n(CC#N)c(=O)c12,50000.0,inactive
CHEMBL3808480,CCOC(=O)Cn1c(CCl)nc2c(c(C)nn2-c2ccccc2)c1=O,25000.0,inactive
CHEMBL3809772,Cc1nn(-c2ccccc2)c2nc(CCl)n(Cc3ccccc3)c(=O)c12,12500.0,inactive
CHEMBL3810382,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1,50000.0,inactive
CHEMBL3809431,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1,50000.0,inactive
CHEMBL3810367,CCCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1,25000.0,inactive
CHEMBL3809128,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1C,100000.0,inactive
CHEMBL3808590,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1CC#N,100000.0,inactive
CHEMBL3808845,CCOC(=O)Cn1c(COC)nc2c(c(C)nn2-c2ccccc2)c1=O,12500.0,inactive
CHEMBL3809680,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1Cc1ccccc1,25000.0,inactive
CHEMBL3810117,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1C,100000.0,inactive
CHEMBL3808505,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1CC#N,100000.0,inactive
CHEMBL3810259,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1CC(=O)OCC,25000.0,inactive
CHEMBL3810338,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1Cc1ccccc1,12500.0,inactive
CHEMBL3809582,Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)[nH]c(=O)c12,25000.0,inactive
CHEMBL3809900,Cc1ccc(NCc2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1,25000.0,inactive
CHEMBL3808727,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)[nH]c(=O)c12,100000.0,inactive
CHEMBL3809669,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(C(=O)O)cc3)[nH]c(=O)c12,50000.0,inactive
CHEMBL3808991,Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)n(C)c(=O)c12,50000.0,inactive
CHEMBL3808883,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)n(C)c(=O)c12,50000.0,inactive
CHEMBL3809087,Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)n(CC#N)c(=O)c12,50000.0,inactive
CHEMBL3809223,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)n(CC#N)c(=O)c12,50000.0,inactive
CHEMBL3809625,CCN(CC)Cc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1,50000.0,inactive
CHEMBL3808770,Cc1nn(-c2ccccc2)c2nc(CN3CCCCC3)[nH]c(=O)c12,50000.0,inactive
CHEMBL3809950,Cc1nn(-c2ccccc2)c2nc(CN3CCOCC3)[nH]c(=O)c12,50000.0,inactive
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,10000.0,inactive
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,300.0,active
CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1.0,active
CHEMBL3809489,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,700.0,active
CHEMBL3818247,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,30000.0,inactive
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,196.2,active
CHEMBL3824215,C(=C/n1ncc2c(NC3CCCCC3)ncnc21)\c1ccccc1,50000.0,inactive
CHEMBL3823628,C(=C/n1ncc2c(N3CCCCCC3)ncnc21)\c1ccccc1,20000.0,inactive
CHEMBL3823212,Cc1ccc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)cc1,6323.0,intermediate
CHEMBL3823849,Cc1ccc(-c2nn(CCN3CCC(CN(C)C)CC3)c3ncnc(N)c23)cc1,7525.0,intermediate
CHEMBL3822591,Cc1ccc(-c2nn(CCN3CCC(CCN(C)C)CC3)c3ncnc(N)c23)cc1,7249.0,intermediate
CHEMBL3799221,CCOC(Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21)OCC,1207.0,intermediate
CHEMBL306380,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,147.0,active
CHEMBL3823861,CN(C)CC1CCN(CCn2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)CC1,116.0,active
CHEMBL3824089,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,479.0,active
CHEMBL3823451,COc1cc(-c2nn(CCN3CCN(C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,4690.0,intermediate
CHEMBL3824233,COc1cc(-c2nn(CCN3CCC(N4CCCC4)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,407.0,active
CHEMBL3823104,COc1cc(-c2nn(CCN3CCC(N4CCCCC4)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,808.0,active
CHEMBL3823711,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)NC(C)(C)C,9440.0,intermediate
CHEMBL3823255,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)CC(C)(C)C,10000.0,inactive
CHEMBL3823543,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NCc1ccccc1,10000.0,inactive
CHEMBL3824228,CN(C)C1CCN(CCn2nc(-c3ccc(NC(=O)OC(C)(C)C)cc3)c3c(N)ncnc32)CC1,10000.0,inactive
CHEMBL3824021,CN(C)C1CCN(CCn2nc(-c3ccc(CC(=O)O)cc3)c3c(N)ncnc32)CC1,10000.0,inactive
CHEMBL3823620,CN(C)C1CCN(CCn2nc(-c3ccc(CC(=O)OC(C)(C)C)cc3)c3c(N)ncnc32)CC1,2950.0,intermediate
CHEMBL3824116,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1CC(=O)OC(C)(C)C,370.0,active
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.5,active
CHEMBL3966536,CNCCOc1ccc(-c2sc3nc(-c4cccs4)nc(NN4C(=O)C=C(C)C4=O)c3c2C)cc1.Cl,2877.0,intermediate
CHEMBL3958173,CCc1cc2c(cc1N1CCN(CC3(O)CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1000.0,active
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,4.0,active
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,80.0,active
CHEMBL3954137,COc1ccc(-c2nnc3n(-c4ccccc4)c(=O)c4cnn(-c5ccccc5)c4n23)cc1,20000.0,inactive
CHEMBL3904850,COc1ccc(C(=O)NNc2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccccc2)cc1,12200.0,inactive
CHEMBL3911525,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccccc1,13800.0,inactive
CHEMBL3908573,O=c1c2cnn(-c3ccccc3)c2n2c(Nc3ccccc3)nnc2n1-c1ccccc1,150000.0,inactive
CHEMBL3954137,COc1ccc(-c2nnc3n(-c4ccccc4)c(=O)c4cnn(-c5ccccc5)c4n23)cc1,19000.0,inactive
CHEMBL3917521,O=c1c2cnn(-c3ccccc3)c2n2c(-c3ccccc3)nnc2n1-c1ccccc1,40000.0,inactive
CHEMBL3967164,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccc(Cl)cc1,65600.0,inactive
CHEMBL3904850,COc1ccc(C(=O)NNc2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccccc2)cc1,26100.0,inactive
CHEMBL3911525,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccccc1,20900.0,inactive
CHEMBL3983676,O=c1c2cnn(-c3ccccc3)c2nc(N/N=C/c2ccc(F)cc2)n1-c1ccccc1,110000.0,inactive
CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,1154.0,intermediate
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,250.0,active
CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,28.0,active
CHEMBL3939150,Cc1ccc(C(=O)N2CCC(Oc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)cn1,46.0,active
