,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,norm_value,pIC50
0,CHEMBL281470,COc1ccc(-c2[nH]nc3c2C(=O)c2ccccc2-3)cc1,725000.0,inactive,276.295,3.2967000000000013,1.0,3.0,725000.0,3.1396619934290064
2,CHEMBL13462,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CCCC1CCCCC1,16000.0,inactive,569.5920000000001,2.3737999999999992,5.0,6.0,16000.0,4.795880017344075
3,CHEMBL414123,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,15000.0,inactive,1473.5359999999998,-1.080600000000015,17.0,19.0,15000.0,4.823908740944319
6,CHEMBL413629,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,13500.0,inactive,1507.5439999999999,-0.3251000000000093,17.0,18.0,13500.0,4.8696662315049934
7,CHEMBL301845,CC[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,15000.0,inactive,525.5830000000004,2.9190000000000005,4.0,5.0,15000.0,4.823908740944319
8,CHEMBL301845,CC[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,100000.0,inactive,525.5830000000004,2.9190000000000005,4.0,5.0,100000.0,4.0
20,CHEMBL299477,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,15000.0,inactive,803.7120000000002,-1.1303999999999899,11.0,11.0,15000.0,4.823908740944319
21,CHEMBL57393,CC(=O)N[C@@H](Cc1ccc(P(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CCCC1CCCCC1,14000.0,inactive,553.5930000000002,1.705299999999999,5.0,5.0,14000.0,4.853871964321762
22,,,,,509.58400000000046,2.250499999999999,4.0,4.0,,
23,CHEMBL58421,CC[C@H](NC(=O)[C@H](Cc1ccc(P(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,22000.0,inactive,509.58400000000046,2.250499999999999,4.0,4.0,22000.0,4.657577319177793
24,CHEMBL58421,CC[C@H](NC(=O)[C@H](Cc1ccc(P(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,17000.0,inactive,787.7130000000002,-1.798899999999989,11.0,10.0,17000.0,4.769551078621726
25,CHEMBL56697,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(P(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,22000.0,inactive,803.7120000000002,-1.1303999999999899,11.0,11.0,22000.0,4.657577319177793
26,,,,,822.7580000000003,1.1487000000000052,10.0,10.0,,
27,CHEMBL328907,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,15300.0,inactive,406.91400000000016,2.2207999999999997,3.0,5.0,15300.0,4.815308569182401
28,CHEMBL2092743,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)c1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,100000.0,inactive,500.0600000000003,5.626800000000006,0.0,6.0,100000.0,4.0
29,CHEMBL541307,CN(C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,470.0780000000002,6.457040000000006,0.0,4.0,100000.0,4.0
30,CHEMBL538757,COC(=O)c1ccccc1SCC(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,331.843,3.9879000000000033,0.0,3.0,100000.0,4.0
31,CHEMBL538507,Cc1ccc(SCC(CN(C)C)C(=O)c2ccc(OCc3ccccc3)cc2)cc1C.Cl,100000.0,inactive,371.9080000000001,4.912200000000004,0.0,3.0,100000.0,4.0
32,CHEMBL552859,C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,359.897,4.7461000000000055,0.0,3.0,100000.0,4.0
33,CHEMBL544074,C=C(CN1CCCCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,431.96000000000015,4.535300000000004,0.0,5.0,100000.0,4.0
34,CHEMBL545006,Cl.O=C(CCN1CCCCC1)c1ccc(OCc2ccccc2)cc1,100000.0,inactive,372.8960000000001,3.331500000000002,1.0,4.0,100000.0,4.0
35,CHEMBL542891,CCOC(=O)C1CCN(CCC(=O)c2ccc(OCc3ccccc3)cc2)CC1.Cl,100000.0,inactive,389.4290000000001,2.4530000000000003,1.0,6.0,100000.0,4.0
36,CHEMBL544538,C=C(CN1CCNCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,270.24,2.576800000000001,3.0,5.0,100000.0,4.0
37,CHEMBL80030,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,50000.0,inactive,408.9950000000001,3.7398000000000025,1.0,5.0,50000.0,4.301029995663981
38,CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,10000.0,inactive,344.783,3.4936000000000016,3.0,4.0,10000.0,5.0
39,CHEMBL543361,CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,50000.0,inactive,222.269,1.6871500000000001,4.0,4.0,50000.0,4.301029995663981
40,CHEMBL151546,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,60000.0,inactive,333.85900000000004,4.2119000000000035,0.0,3.0,60000.0,4.221848749616356
41,CHEMBL78249,N#CC(Cc1ccc(O)c(O)c1)C(=N)S,100000.0,inactive,319.832,3.8218000000000023,0.0,3.0,100000.0,4.0
42,CHEMBL543362,CN(C)CCCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,361.86899999999997,3.5924000000000036,0.0,4.0,100000.0,4.0
43,CHEMBL544770,CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,442.0240000000002,5.840200000000006,0.0,4.0,100000.0,4.0
44,CHEMBL542893,Cl.O=C(CCN1CCOCC1)c1ccc(OCc2ccccc2)cc1,100000.0,inactive,373.8800000000001,3.7585000000000033,0.0,4.0,100000.0,4.0
45,CHEMBL540292,CN(C)CC(CSc1ccccc1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,50000.0,inactive,225.71900000000002,2.408900000000001,0.0,2.0,50000.0,4.301029995663981
46,CHEMBL544067,C=C(CN1CCOCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,347.84200000000004,3.693500000000002,1.0,4.0,100000.0,4.0
47,CHEMBL468975,C=C(CN(C)C)C(=O)c1ccccc1.Cl,100000.0,inactive,452.9600000000002,2.878400000000002,0.0,6.0,100000.0,4.0
48,CHEMBL542887,C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,50000.0,inactive,335.831,3.5274000000000028,1.0,4.0,50000.0,4.301029995663981
49,CHEMBL552634,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)N(C)C)cc2)cc1.Cl,70000.0,inactive,405.4280000000001,2.1586,2.0,7.0,70000.0,4.154901959985743
50,CHEMBL552860,CN(C)CCC(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,100000.0,inactive,437.5290000000002,2.64534,3.0,7.0,100000.0,4.0
51,CHEMBL310580,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,50000.0,inactive,293.286,3.1904000000000012,1.0,6.0,50000.0,4.301029995663981
52,CHEMBL325023,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,17600.0,inactive,395.4660000000001,5.151340000000005,2.0,5.0,17600.0,4.7544873321858505
54,CHEMBL20867,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,200.0,active,397.7590000000002,5.777300000000003,1.0,4.0,200.0,6.698970004336019
55,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,38.0,active,415.8840000000001,5.496320000000003,2.0,5.0,38.0,7.42021640338319
56,CHEMBL57581,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccc(Cl)cc3)n2)c1,50000.0,inactive,282.734,3.9356000000000018,1.0,4.0,50000.0,4.301029995663981
57,CHEMBL21162,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1,800.0,active,367.41200000000003,4.534500000000002,2.0,5.0,800.0,6.096910013008056
59,CHEMBL277931,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,400.0,active,431.49900000000014,5.996120000000004,2.0,5.0,400.0,6.3979400086720375
61,CHEMBL20252,Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1,200.0,active,385.40200000000004,4.673600000000002,2.0,5.0,200.0,6.698970004336019
63,CHEMBL418279,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1,200.0,active,348.41,2.3607999999999993,3.0,6.0,200.0,6.698970004336019
64,CHEMBL55683,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccncc3)n2)c1,61000.0,inactive,263.30400000000003,2.8644000000000007,2.0,5.0,61000.0,4.214670164989233
65,CHEMBL59099,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,400.0,active,361.4490000000001,4.801000000000003,2.0,5.0,400.0,6.3979400086720375
66,CHEMBL57443,Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,600.0,active,358.4050000000001,3.5577000000000014,1.0,7.0,600.0,6.221848749616356
67,CHEMBL56669,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,200.0,active,381.4390000000001,4.842920000000004,2.0,5.0,200.0,6.698970004336019
68,CHEMBL58436,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,1000.0,active,397.4380000000001,4.5431000000000035,2.0,6.0,1000.0,6.0
69,CHEMBL59036,Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,1000.0,active,314.35200000000003,3.4679,1.0,6.0,1000.0,6.0
74,CHEMBL55379,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,370.0,active,479.5880000000002,4.281900000000003,2.0,7.0,370.0,6.431798275933005
76,CHEMBL56904,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,100.0,active,459.44700000000006,5.427400000000003,2.0,6.0,100.0,7.0
77,CHEMBL418270,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,150.0,active,411.4650000000001,4.851520000000004,2.0,6.0,150.0,6.823908740944319
78,CHEMBL293991,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,350.0,active,373.44100000000003,4.596000000000002,2.0,6.0,350.0,6.455931955649724
79,CHEMBL418010,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,800.0,active,381.43900000000014,4.842920000000003,2.0,5.0,800.0,6.096910013008056
80,CHEMBL56359,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,300.0,active,277.331,3.1728200000000006,2.0,5.0,300.0,6.522878745280337
81,CHEMBL20926,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,400.0,active,248.28900000000002,3.2822000000000013,1.0,4.0,400.0,6.3979400086720375
84,CHEMBL55662,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccncc3)n2)c1,100000.0,inactive,263.30400000000003,2.8644000000000007,2.0,5.0,100000.0,4.0
85,CHEMBL55592,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,500.0,active,293.286,3.1904000000000012,1.0,6.0,500.0,6.301029995663981
86,CHEMBL57553,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,700.0,active,373.4600000000002,4.801000000000003,2.0,5.0,700.0,6.154901959985743
87,CHEMBL56081,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,34000.0,inactive,392.4220000000001,4.406180000000003,2.0,6.0,34000.0,4.468521082957745
88,CHEMBL58142,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,450.0,active,351.8010000000001,4.075700000000001,4.0,6.0,450.0,6.346787486224656
91,CHEMBL118904,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,10000.0,inactive,336.7860000000001,3.999100000000001,3.0,5.0,10000.0,5.0
95,CHEMBL122243,Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1,10000.0,inactive,371.3620000000001,4.964800000000003,2.0,3.0,10000.0,5.0
96,CHEMBL122245,COc1ccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,379.8550000000001,4.5595000000000026,3.0,6.0,10000.0,5.0
98,CHEMBL332765,CN(C)c1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,260.68800000000005,2.2837000000000005,3.0,5.0,10000.0,5.0
100,CHEMBL121190,Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c1-2,410.0,active,336.7860000000001,3.999100000000001,3.0,5.0,410.0,6.3872161432802645
101,CHEMBL331906,Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,180.0,active,275.70300000000003,1.9142999999999997,4.0,6.0,180.0,6.7447274948966935
103,CHEMBL122068,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,410.0,active,351.7970000000001,4.425500000000002,2.0,5.0,410.0,6.3872161432802645
104,CHEMBL333231,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,10000.0,inactive,451.9180000000002,5.840500000000003,4.0,7.0,10000.0,5.0
105,CHEMBL332971,COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,16500.0,inactive,380.8390000000001,4.370600000000002,3.0,6.0,16500.0,4.782516055786093
106,CHEMBL120703,CC(C)(C)OC(=O)Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,436.9030000000001,5.763900000000003,3.0,6.0,10000.0,5.0
108,CHEMBL420885,CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,371.23100000000005,5.0985000000000005,3.0,5.0,10000.0,5.0
109,CHEMBL334026,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,10000.0,inactive,350.81300000000005,4.362000000000001,3.0,5.0,10000.0,5.0
111,CHEMBL119982,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,10000.0,inactive,336.78600000000006,4.493500000000001,3.0,5.0,10000.0,5.0
114,CHEMBL121954,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,260.0,active,238.29000000000002,3.1242400000000004,2.0,1.0,260.0,6.585026652029182
115,CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,86.0,active,366.81200000000007,4.502100000000002,3.0,6.0,86.0,7.0655015487564325
116,CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,10000.0,inactive,360.2110000000001,4.153100000000003,1.0,5.0,10000.0,5.0
117,CHEMBL122411,COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,464.9090000000002,4.948400000000003,3.0,6.0,10000.0,5.0
118,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,30.0,active,352.78500000000014,4.199100000000001,4.0,6.0,30.0,7.522878745280337
119,CHEMBL75232,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O,10000.0,inactive,430.51100000000014,6.1612000000000045,2.0,4.0,10000.0,5.0
120,CHEMBL122182,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,150.0,active,350.81300000000005,4.753520000000003,3.0,5.0,150.0,6.823908740944319
124,CHEMBL118130,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,240.0,active,576.5870000000002,1.2097000000000022,6.0,6.0,240.0,6.619788758288394
125,,,,,696.8670000000002,5.400400000000005,5.0,6.0,,
126,,,,,472.5720000000003,4.122900000000003,1.0,8.0,,
127,,,,,436.5310000000004,4.858300000000003,3.0,6.0,,
128,,,,,584.6510000000002,2.279600000000002,5.0,6.0,,
129,CHEMBL2111784,C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,10000.0,inactive,640.7590000000001,3.8400000000000025,5.0,6.0,10000.0,5.0
130,,,,,612.7050000000002,3.059800000000002,5.0,6.0,,
131,CHEMBL343050,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NCCc1ccccc1)C(C)C,72000.0,inactive,486.54200000000026,4.615800000000004,2.0,7.0,72000.0,4.142667503568732
132,,,,,640.7590000000001,3.8400000000000025,5.0,6.0,,
133,,,,,582.6350000000001,1.9374000000000005,6.0,6.0,,
134,CHEMBL137653,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,95900.0,inactive,576.5870000000002,1.2097000000000022,6.0,6.0,95900.0,4.018181392829336
135,CHEMBL120185,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,10000.0,inactive,388.475,4.608420000000003,2.0,5.0,10000.0,5.0
136,CHEMBL121405,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,10000.0,inactive,430.89900000000017,5.888020000000004,3.0,5.0,10000.0,5.0
138,,,,,439.52300000000014,5.300620000000005,3.0,6.0,,
140,CHEMBL405059,CCCCCN(CCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,25700.0,inactive,439.52300000000014,5.300620000000005,3.0,6.0,25700.0,4.590066876668706
141,,,,,467.5770000000001,6.0808200000000046,3.0,6.0,,
142,,,,,465.56100000000015,5.834820000000005,3.0,6.0,,
143,CHEMBL118258,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,10000.0,inactive,521.6690000000003,6.999120000000007,3.0,6.0,10000.0,5.0
145,,,,,401.8460000000001,3.3046000000000015,3.0,6.0,,
146,,,,,466.5410000000003,4.354000000000003,2.0,6.0,,
147,CHEMBL136289,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)N[C@H](C)C(=O)NCCC1CCCCC1)C(C)C,26000.0,inactive,530.4560000000004,5.190380000000005,1.0,8.0,26000.0,4.585026652029182
148,,,,,553.4460000000004,6.038280000000005,1.0,8.0,,
149,CHEMBL539942,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)N[C@H](C)C(=O)NCCc1ccccc1)C(C)C,46200.0,inactive,493.6150000000002,4.590320000000004,2.0,7.0,46200.0,4.335358024443875
150,,,,,367.41200000000003,4.534500000000002,2.0,5.0,,
151,CHEMBL185775,Cc1ccc(NC(=O)N2CCCCC2)cc1Nc1nccc(-c2cccnc2)n1,930.0,active,395.4660000000001,5.151340000000005,2.0,5.0,930.0,6.031517051446065
152,,,,,530.4560000000004,5.190380000000005,1.0,8.0,,
153,,,,,325.3430000000001,3.8808000000000016,2.0,4.0,,
154,,,,,460.5340000000003,3.225100000000001,2.0,7.0,,
155,,,,,474.56100000000026,3.6152000000000015,2.0,7.0,,
156,,,,,446.50700000000023,3.1826000000000016,2.0,7.0,,
157,,,,,432.4800000000002,3.187000000000002,2.0,7.0,,
158,,,,,292.294,3.2914000000000003,4.0,3.0,,
159,,,,,512.6870000000005,5.629500000000005,3.0,7.0,,
160,,,,,495.6310000000004,5.7660000000000045,3.0,6.0,,
161,CHEMBL186652,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,175.0,active,509.6140000000004,5.406200000000005,3.0,6.0,175.0,6.756961951313706
162,CHEMBL187080,Cc1ccc(NC(=O)Nc2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,1000.0,active,514.6780000000006,5.4809000000000045,4.0,5.0,1000.0,6.0
163,CHEMBL434335,Cc1ccc(NC(=O)Nc2cccc(N(C)C)c2)cc1Nc1nccc(-c2cccnc2)n1,56.0,active,588.8040000000003,6.637400000000007,3.0,6.0,56.0,7.251811972993799
164,CHEMBL365673,CCN(CC)c1cccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,280.0,active,505.67000000000047,6.173000000000005,3.0,5.0,280.0,6.552841968657781
167,CHEMBL184742,Cc1ccc(NC(=O)Nc2cccc(N3CCCC3)c2)cc1Nc1nccc(-c2cccnc2)n1,52.0,active,522.6530000000005,6.361800000000006,2.0,6.0,52.0,7.2839966563652006
168,,,,,612.7780000000005,7.718900000000008,2.0,6.0,,
169,,,,,506.6540000000003,6.139900000000005,2.0,5.0,,
170,CHEMBL365277,Cc1ccc(NC(=O)Nc2ccccc2CN(C)C2CCCCC2)cc1Nc1nccc(-c2cccnc2)n1,870.0,active,536.6800000000004,6.148500000000006,2.0,6.0,870.0,6.060480747381382
171,,,,,506.65400000000045,6.139900000000005,2.0,5.0,,
172,,,,,492.62700000000035,6.3532000000000055,2.0,5.0,,
173,CHEMBL370283,CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,500000.0,inactive,430.5560000000003,4.569500000000003,2.0,5.0,500000.0,3.3010299956639813
174,CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,110000.0,inactive,400.5300000000001,4.560900000000003,2.0,4.0,110000.0,3.958607314841775
175,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,30.0,active,589.7220000000003,4.094320000000002,3.0,9.0,30.0,7.522878745280337
176,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,490.0,active,403.4420000000002,2.912900000000001,2.0,8.0,490.0,6.309803919971486
177,CHEMBL195029,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,490.0,active,542.0360000000002,3.9395000000000024,1.0,10.0,490.0,6.309803919971486
178,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,38.0,active,474.56500000000034,2.643700000000001,2.0,6.0,38.0,7.42021640338319
179,CHEMBL277931,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,400.0,active,378.3840000000002,2.7609000000000004,2.0,5.0,400.0,6.3979400086720375
180,CHEMBL20867,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,20.0,active,552.4620000000003,6.181480000000005,1.0,8.0,20.0,7.698970004336019
181,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1.1,active,614.5330000000002,7.756280000000006,1.0,8.0,1.1,8.958607314841775
182,CHEMBL120077,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,22.0,active,497.3820000000003,6.495680000000005,1.0,7.0,22.0,7.657577319177793
183,CHEMBL199723,CN1CCN(CCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,522.4360000000004,6.1728800000000055,1.0,7.0,20000.0,4.698970004336019
184,,,,,453.5900000000004,5.835260000000005,1.0,6.0,,
185,CHEMBL381738,CN1CCN(CCCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,453.5900000000004,5.835260000000005,1.0,6.0,20000.0,4.698970004336019
186,CHEMBL370800,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,598.605,5.565700000000005,2.0,9.0,20000.0,4.698970004336019
187,CHEMBL436509,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,360.005,3.505680000000001,2.0,3.0,20000.0,4.698970004336019
188,,,,,493.6150000000002,4.590320000000004,2.0,7.0,,
189,,,,,468.52100000000013,4.723220000000004,3.0,8.0,,
190,,,,,472.94000000000017,5.714420000000003,3.0,7.0,,
191,,,,,536.5180000000001,5.7420200000000055,3.0,8.0,,
193,CHEMBL376945,c1csc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)n1,10.0,active,506.49200000000013,6.0798200000000024,3.0,7.0,10.0,8.0
194,CHEMBL211154,c1coc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)c1,60.0,active,396.4540000000001,4.425120000000002,3.0,6.0,60.0,7.221848749616356
